V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
3815,74566,0,29,3213,0,0,73624,73700,0,72060,4012,73928,3304,0,3004,0,3006,72393,200000
1000,326239,-1,29,7108,0,0,15926,318143,0,158062,5080,4169,17570,-1,158556,0,5000,156341,420000
4368,790,-1,29,390,-1,0,99235,390,0,97224,3610,98080,99235,0,3449,-1,3713,97940,130000
0,27304,0,29,2000,0,-1,32498,28537,0,0,9600,0,4652,-2,0,0,21648,21648,100000
7100,194747,0,30,9000,0,0,196787,197031,0,198839,7300,194632,7100,0,7400,0,7200,196550,200000
17000,251986,0,30,11000,0,0,225295,231773,0,168519,12000,236540,11000,2,0,0,7000,172674,300000
5000,119511,0,30,3,2,0,117580,116086,0,80578,3200,120041,4351,0,3000,1,3000,82280,120000
4677,403,-1,31,0,2,-1,1351,403,-1,0,150,4656,1351,-1,0,-1,1190,1190,350000
0,-154,-1,31,1000,-1,0,244,240,-1,925,2271,-1469,1026,-1,3000,1,3000,3319,590000
0,0,-2,30,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,240000
0,0,-2,27,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,200000
4516,131760,0,27,4700,0,0,130595,132770,0,128557,3886,132683,4995,0,4034,0,4088,125900,300000
2000,5740,0,28,1215,0,-1,3428,5639,0,4590,15000,4634,2000,-1,4590,-1,9675,9675,240000
3000,51276,0,30,3000,0,0,53160,52064,0,53024,3000,54331,3031,0,3000,0,2000,51317,110000
2000,27276,0,24,2000,0,0,26679,26937,0,28691,2000,27779,2500,0,2000,0,2000,29726,30000
18150,62550,-1,24,10000,1,-1,10000,0,-1,7490,7490,18150,10000,-1,7490,1,7490,7490,80000
1400,45835,0,25,2000,0,0,42601,45474,0,29827,0,33581,2000,0,600,0,0,19056,160000
5300,107603,0,28,5500,0,0,110255,109835,0,110955,4000,110247,5500,0,3853,2,4000,105145,150000
5000,5074,0,29,1097,0,0,7716,4097,0,17305,7000,12538,3716,0,5000,0,5668,22499,400000
2008,78632,0,26,2000,0,0,37998,49707,0,27056,5000,32062,2200,0,2000,0,5000,15955,210000
15305,-1544,2,26,12651,-1,0,4141,8510,-1,10368,16335,15305,0,0,0,1,0,5642,200000
35490,5280,-2,30,5020,-2,-1,996,5020,-1,6000,12500,35490,996,-1,6000,-2,5350,5350,170000
1312,40683,-2,28,1888,-2,-2,1592,1888,-2,486,438,1312,1592,-2,486,-2,1036,886,280000
29060,260076,0,32,9501,0,0,271726,265242,0,283684,9324,295642,10766,2,55,0,10104,282575,350000
470,-19,-1,31,4540,-1,-1,883,3350,-1,240,0,470,883,-1,240,1,0,0,20000
9355,8695,-2,29,14329,-2,-2,44326,14323,-2,11156,9289,9353,44452,-2,11156,-2,17725,17725,200000
50500,0,-2,31,2813,-2,-2,12937,2813,-2,0,0,50500,12937,-2,0,-2,0,0,180000
2547,33604,2,30,3000,0,0,34064,35706,0,26166,3500,30519,1500,0,2500,0,2500,28097,200000
1561,48057,0,26,2007,0,0,44932,48457,0,18830,1602,20024,1351,0,628,0,775,18087,50000
3500,75818,0,31,2745,0,0,78178,76887,0,74785,1987,79858,2939,0,3000,0,1989,54849,100000
0,9545,0,32,5000,0,2,17118,14350,2,20052,0,16546,3000,2,3800,0,800,20385,150000
1136,9763,-1,32,925,-1,0,4033,925,-1,2147,700,897,4033,-1,2147,-1,407,1359,20000
2000,77535,0,32,3010,0,0,67097,78579,0,48738,0,50214,3061,0,1000,0,3860,3860,80000
7000,118729,0,29,4874,0,0,125899,121398,0,129427,4682,128933,6690,0,4500,0,5000,132338,200000
1610,101489,0,27,10006,0,0,78639,78738,0,44113,8818,44295,8000,0,10000,0,1333,37805,180000
5908,2155,2,31,2010,-1,0,165,2010,-1,283,0,5908,0,-1,283,-1,133,283,230000
2000,43436,0,28,5012,0,0,44179,46883,0,44997,3000,44704,2500,0,2000,0,3000,45199,220000
3386,47922,0,34,2710,0,0,51980,49930,0,55220,2000,54606,2760,0,2000,0,2082,56527,140000
5122,127580,0,30,13000,0,0,96599,91812,0,29716,18000,93389,6000,0,5012,0,13000,27283,80000
8234,10361,-2,33,263,-2,-2,8050,263,-2,835,5000,8234,8050,-2,835,-2,87878,87878,500000
1850,74973,0,33,3113,0,0,66437,66613,0,49219,1800,54631,2627,0,1870,0,1773,50094,80000
82,1962,-1,30,82,-1,-1,82,82,-1,82,4099,82,82,-1,82,-1,82,82,250000
5000,119628,0,27,3250,0,0,32932,36965,0,35543,1483,37368,6200,0,1543,-1,1776,36756,380000
5200,137564,2,28,3500,2,2,146648,137327,2,149356,5000,147865,13000,2,5300,2,400,145262,150000
3000,85557,0,28,3200,0,0,68650,73121,0,68442,5000,67895,2500,0,2500,0,3000,70131,180000
6000,36370,0,29,4002,0,0,35275,35996,0,35677,4000,34873,5390,0,5000,0,5000,34942,160000
5000,20992,0,30,20000,0,0,44454,40125,0,51951,3000,48382,5000,0,5000,0,5000,55957,360000
1416,26305,0,37,0,2,0,26649,25583,0,28135,1000,27584,1481,0,967,1,1156,28878,50000
500,12443,2,37,2000,2,0,14331,13947,2,12787,700,12495,902,0,500,2,1000,13583,20000
1564,41826,0,40,1520,0,0,44156,42820,0,45768,2000,44864,1856,0,1468,0,3000,48204,210000
258,0,-2,40,0,-2,-2,1040,0,-2,0,0,258,1040,-2,0,-2,0,0,180000
9200,254900,0,38,9300,0,0,268459,259974,2,277226,11900,271691,14200,0,10000,0,10403,283210,360000
12619,12693,-1,37,13214,-1,-1,13466,13214,-1,13985,16921,12619,13466,-1,13985,-1,12603,12603,280000
0,11403,2,38,0,2,-1,8892,8151,2,-510,930,8563,2500,2,0,2,1290,390,30000
3200,81745,0,38,2984,0,0,85128,83371,0,88637,6994,86910,3100,0,3172,0,3473,90682,260000
19862,6491,-1,38,4041,-1,0,8413,-1277,-1,22085,7428,19825,16830,0,12098,-1,19,12316,280000
18015,390,-1,44,390,-1,0,390,390,-1,17150,3334,18015,390,0,400,-1,342,17102,50000
21455,4591,-1,41,0,-1,0,28466,0,-1,15685,200,21455,28466,0,0,-1,0,6737,120000
7000,202139,0,31,7000,0,0,201911,202431,0,201351,7000,201971,7000,0,7000,0,7000,201933,200000
3040,147344,0,31,4153,0,0,90368,116483,0,81461,3079,85616,4031,0,3026,0,3017,77925,420000
1740,6894,0,31,14305,-1,0,43615,14246,0,36045,5000,33336,43000,0,16045,-1,2000,28725,270000
1350,26300,0,41,1450,0,0,28425,27308,0,21575,1000,29233,1560,0,1000,0,801,22029,30000
600,17028,2,41,3828,2,0,21919,20543,2,20272,700,20828,2000,2,0,2,637,18816,50000
4292,3838,-1,48,1930,-1,-1,6384,1930,-1,2333,1422,4286,6384,0,0,-1,930,930,70000
1200,9518,0,48,0,2,0,10557,9217,0,12383,500,11576,1500,0,1000,1,1000,13180,70000
437,1352,-1,45,381,-1,-1,2281,381,-1,1320,0,437,2290,-1,1320,-1,300,300,140000
10000,117868,2,39,0,2,0,118855,114483,2,121853,4552,125357,6216,2,0,3,5000,124731,200000
717,8154,-2,41,1365,-2,-2,717,1365,-2,2325,891,717,717,-2,2325,-2,1117,1117,260000
0,23268,0,44,1500,0,2,27164,24377,2,28291,1500,26429,3500,2,2300,2,0,27702,50000
4523,19810,-1,34,3495,-1,-1,7782,3478,0,4440,6865,4720,8037,-1,4462,-1,96665,96628,480000
0,7160,-2,36,5279,-2,-2,0,5253,-2,0,0,0,0,-2,0,-2,0,0,150000
1627,2226,-1,38,6259,-1,-1,1393,6259,-1,5189,4412,1627,1393,-1,5189,-1,10747,10747,80000
1261,14617,-1,46,1261,-1,-1,8187,1261,-1,1261,1261,1261,8187,-1,1261,-1,1261,1261,200000
2610,515,-1,30,200,-1,0,208,200,-1,2040,0,2609,208,0,0,-1,0,1341,300000
19286,-1494,0,46,7084,-1,0,3506,2590,0,19422,761,19792,1000,0,664,-2,689,19830,50000
0,1242,-2,38,0,-1,-2,0,0,-2,0,0,0,0,-2,0,-1,0,0,150000
163862,36032,0,37,7022,0,0,9778,41932,-1,161876,6000,158901,1846,0,6000,0,6000,165378,420000
11002,251330,0,32,10000,0,0,234260,256988,0,202178,7500,227884,9014,0,7503,0,7502,198467,260000
7500,5188,-1,33,13000,-1,0,28656,12357,-1,7685,6200,7497,29022,-1,27769,-1,12000,15434,260000
1800,42101,2,37,2500,2,2,44700,43594,2,46215,2000,45465,2100,2,1800,2,1800,47125,60000
3246,101556,0,32,3481,0,0,98858,98734,0,80849,2849,98259,6006,0,2994,0,2903,81151,100000
4013,1593,-1,43,2006,-1,-2,5797,1928,0,4196,12700,7727,5805,0,4217,-1,4,0,10000
12692,9241,-2,36,10786,-2,-2,12376,10786,-2,8000,16625,12660,12390,-2,8016,-2,20514,20514,500000
2300,2560,-1,37,0,2,-1,4689,2343,-1,1700,129,2289,4689,-1,1725,-1,803,803,280000
1558,39468,0,38,2151,0,0,35042,33983,0,36410,123347,35699,1910,0,1269,0,2209,38067,190000
2054,-6,-2,43,1304,-2,-2,826,1298,-2,-16,0,2044,830,-2,0,-2,0,-16,250000
500,7301,0,47,2327,0,-1,3390,4542,-1,338,500,460,1083,-1,350,-1,700,679,120000
0,0,-2,35,1492,-2,-2,0,1492,-2,0,0,0,0,-2,0,-2,0,0,20000
24,66635,2,40,0,2,0,73783,56729,2,27617,223,58144,20012,0,33,1,0,14695,210000
5000,104603,0,46,5000,0,0,112108,107850,0,101164,4000,113520,6000,0,3649,0,3580,88354,220000
2000,4911,0,36,2000,0,0,8432,6688,0,10030,0,9977,2000,0,500,0,1100,10836,180000
0,8539,0,40,1165,0,0,12394,9559,2,9826,2700,11883,3000,0,500,2,500,10167,130000
0,0,-2,47,0,-2,-1,0,0,-2,0,0,0,0,-2,0,1,665,665,200000
0,3755,-2,34,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,120000
7000,136055,0,32,6400,0,0,136201,136095,0,130839,5000,136857,6400,0,5000,0,5000,131059,180000
2000,25936,0,30,1500,0,0,26324,26008,0,46007,2400,27249,1800,0,20000,0,2160,46764,300000
0,0,-2,36,0,-2,-1,0,0,-2,0,0,0,0,-2,0,1,300,300,160000
960,4164,-1,47,701,-1,-1,411,701,-1,416,1609,955,411,-1,416,-1,2408,2408,180000
3612,13680,-1,30,2019,0,0,119200,6729,0,113309,2558,115893,120377,0,3100,0,3200,110073,160000
787,0,-2,31,0,-2,-2,0,0,-2,1233,0,787,0,-2,1233,-2,0,0,280000
2010,89903,0,31,3073,0,0,59932,66236,0,40661,1000,52382,3010,0,1200,0,1000,32385,180000
4000,322849,0,44,14000,0,0,339278,331476,0,87192,0,85500,15000,0,4000,0,6784,92581,500000
13541,433837,0,37,15500,0,0,411637,426169,0,267641,7246,340947,17000,0,10008,0,7705,214445,420000
0,2435,-2,34,0,-1,-2,0,0,-2,0,0,0,0,-2,0,-1,0,0,170000
7000,187864,0,31,8500,0,0,194283,191756,0,188261,2000,191693,7500,0,5000,0,7000,155159,200000
1848,55623,0,32,5855,0,0,60991,59913,0,37368,0,37289,3000,0,1457,0,4443,37357,230000
3019,21639,-1,49,8455,-2,-1,18062,8455,-1,5587,2706,3019,18145,-1,5587,-2,28210,28210,210000
300,0,-2,39,0,-2,2,0,0,-1,300,645,300,0,3,0,1,0,150,180000
10000,182283,0,46,15000,0,0,173685,167160,0,182271,10000,179213,11080,0,10000,0,7000,156029,180000
0,0,-2,35,0,-2,-1,0,0,-2,1240,0,0,0,-1,1240,1,0,0,160000
0,3286,-2,40,0,-2,-2,20482,-114,-2,0,0,0,20596,-2,0,-2,0,0,350000
4203,104898,0,41,4714,0,0,102270,103920,0,85065,3500,96440,4553,0,3000,0,3100,85105,130000
3305,0,2,49,2421,-1,-1,2135,2353,-1,0,4605,3305,0,-1,0,-2,5370,5370,240000
3589,2292,-1,43,6776,-1,-1,2811,6776,-1,11151,1109,3589,2811,-1,11351,-1,1543,1543,130000
3970,478,-1,33,478,-1,-1,2272,478,-1,330,0,3970,2272,-1,420,-1,0,0,180000
1231,22870,0,39,2000,0,0,21577,20653,0,19161,547,20334,1685,0,608,0,650,18613,170000
9506,0,-1,49,877,-1,-1,33508,877,-1,8967,5420,9506,33508,-1,8967,1,4326,4326,400000
4085,128854,0,44,4000,0,0,116183,111896,0,88163,3000,115034,6097,0,3007,0,3028,87388,130000
4380,84298,0,44,3379,0,0,87469,85379,0,91355,3607,90380,3469,0,3355,0,3565,92565,210000
2000,29327,0,35,2000,0,0,31740,30536,0,34058,1600,32909,2000,0,2000,0,1700,35056,200000
8071,1316,-2,38,3061,-2,-2,2168,3033,-2,4986,5820,7951,2181,-2,5002,-2,3654,3641,350000
132872,10150,-2,34,5869,-2,-2,5750,5869,-2,21780,74984,132866,5750,-2,21780,-2,20525,41050,400000
2000,7249,0,34,1070,0,0,36897,4090,0,16251,2931,35755,35755,0,0,-1,2000,7392,150000
0,0,-2,37,0,-2,-1,0,0,-2,0,499,0,0,-2,0,1,150,150,60000
15000,372188,0,34,20000,0,0,74835,383052,0,95161,25000,87584,3703,0,10000,0,10000,103398,450000
1000,75112,0,42,1371,0,0,13375,24530,0,30094,1390,2592,1210,0,30000,0,1046,29147,30000
0,26782,2,47,3400,2,0,30027,29104,2,29346,3500,28928,2000,0,1500,2,1300,29717,60000
8088,1302,-1,35,3571,-1,0,311,3571,-1,10881,1810,8088,311,0,5000,-1,1600,11600,320000
1297,4874,0,34,5000,0,-2,5866,9561,-1,0,0,1297,1166,-1,0,-1,0,0,360000
15604,4435,-2,43,805,-2,-2,1071,799,-2,3195,3525,15584,1071,-2,3195,-2,4269,4261,360000
25349,32440,-2,36,13447,-2,-2,17877,13447,-2,4694,14433,25172,17914,-2,4694,-2,6324,6292,150000
0,0,-2,30,3459,-2,-2,0,3459,-2,200,950,0,0,-2,200,-2,0,0,260000
4000,136302,0,33,6000,0,0,78950,127178,0,41150,71000,80457,5000,0,2000,0,0,-10193,140000
7000,242526,0,43,8100,0,0,218878,228858,0,167149,5000,193596,8100,0,5900,0,5600,157817,220000
380,380,0,39,1357,-1,-1,1977,1357,-1,380,2434,380,1000,-1,380,-1,1253,1253,100000
0,1017,-2,39,0,-1,-1,0,0,-2,0,121513,0,0,-2,0,-1,11700,11700,200000
0,0,-2,30,0,-2,-2,0,0,-2,630,0,0,0,-2,630,-2,0,0,460000
1133,6033,0,31,19922,-1,-1,40000,19922,-1,22579,0,1133,21000,-1,22579,-1,2834,2834,100000
2000,138363,0,31,6000,0,0,37713,138979,0,35808,1500,35592,2000,0,1300,0,1500,36730,150000
334,4019,-1,33,1550,-1,-1,4278,1550,-1,3456,5690,331,4278,-1,3456,-1,11964,11964,180000
2041,50663,0,36,1788,0,0,50768,50847,0,49974,30000,50629,2182,0,1715,0,1982,49897,140000
1758,2196,-1,33,1640,-1,-1,1586,1634,-1,480,2799,1758,1586,-1,480,-1,1918,1918,180000
0,1659,-2,38,0,-1,-2,0,0,-2,0,0,0,0,-2,0,-1,0,0,360000
5000,119715,2,38,6000,2,2,118913,122283,0,139795,0,120435,0,0,21500,2,5500,142950,140000
2061,192160,0,32,20104,0,0,119028,197204,0,15863,5016,103046,4816,-1,15863,0,21,10503,360000
9425,254219,0,34,9500,0,0,252180,252984,0,203580,7200,250359,9780,0,7500,0,6800,192415,340000
6000,286595,0,35,11000,0,0,302966,292813,0,400000,279260,300000,14846,0,100000,0,0,0,500000
0,169842,0,47,7000,0,0,154170,158469,2,123353,5000,135951,14000,0,4000,0,4000,110723,340000
0,-58,-1,37,0,-2,-2,2786,-58,-1,116,0,0,2844,-2,116,1,0,0,200000
3612,-18,-2,31,3937,-2,-2,6164,3919,-2,7756,3632,3612,6164,-2,7761,-2,4906,4906,230000
0,4035,-2,36,0,-2,-2,0,0,-2,379,0,0,0,-2,379,-2,0,0,300000
0,0,-2,34,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,360000
2000,59449,0,35,2300,0,0,53054,58548,0,29254,1500,47933,2600,0,1200,0,1200,29981,60000
5700,98118,0,35,3500,0,0,95736,99577,0,67007,3000,98679,4000,0,2507,0,2500,67485,100000
4000,194487,0,47,92,2,0,185512,189894,0,143260,0,169728,7791,0,2865,1,40000,136901,190000
1448,524,-2,32,4581,-2,-2,248,4581,-2,398,2043,1448,300,-2,398,-2,150,150,210000
200,0,-2,32,0,-2,0,0,0,-1,34325,77412,200,0,-1,34325,1,3000,37325,470000
6807,235961,0,30,7988,0,0,215056,222409,0,177159,5000,212791,7979,0,5247,0,5240,143920,260000
1500,16986,0,40,2000,0,0,20885,18693,2,22080,2000,21738,2500,0,1000,0,2000,23558,150000
3500,49011,0,31,15000,0,0,77461,62438,0,75556,5000,79025,20000,0,2300,0,5000,63097,360000
8200,236546,0,38,8007,0,0,189111,232795,0,185565,8000,189558,7000,0,7000,2,7000,189003,250000
9950,30625,-2,32,60396,-1,-2,7147,60003,-2,22117,0,9950,7147,-2,22117,-1,4874,4874,350000
20000,1481,0,33,3952,-1,0,25237,3952,0,44741,4000,44395,22438,0,1587,-1,2000,45209,270000
4656,1196,2,45,8087,-1,0,3606,8087,-1,8960,0,4656,13,0,5000,-1,5000,13264,220000
13421,13438,-1,37,9315,-1,-1,7924,9241,-1,2228,10834,13416,7924,-1,2240,-1,4490,4490,210000
0,2650,2,40,0,2,3,2650,2650,3,2650,200,2650,0,3,0,3,0,2650,460000
1774,3010,-2,35,1679,-2,-2,2027,1679,-2,11383,300,1764,2027,-2,11383,-2,330,330,180000
1000,7773,-1,31,3643,-1,0,2000,3426,-1,3000,1249,1000,2000,0,2000,-1,0,2000,200000
1444,49889,0,36,1952,0,0,50687,50326,0,29838,1077,37200,1703,0,1027,0,1053,30062,50000
0,0,-2,29,0,-2,-2,0,0,-2,0,246,0,0,-2,0,1,0,0,200000
6000,267336,0,29,11000,0,0,234214,264929,0,117873,3000,169096,9800,0,4088,0,3000,79782,260000
4502,84100,0,33,5000,0,0,79875,85538,0,82747,3001,82853,3500,0,3518,0,2003,44143,390000
17414,5037,-2,41,15069,-2,-2,3101,14994,-2,-22,9434,17321,3116,-2,0,-2,4465,4443,350000
5000,147812,0,35,5000,0,0,125469,135624,0,75498,3000,103409,7000,0,4000,0,2447,72020,210000
8244,238166,0,35,8522,0,0,186613,236686,0,119525,4011,189470,9100,0,5000,0,5000,121178,240000
8526,279670,0,44,11778,0,0,295631,286796,0,164332,20092,299692,15000,0,20000,0,20000,183033,260000
10000,151123,0,33,4002,0,0,135593,134736,0,102524,1466,120909,6067,0,3000,0,40157,40157,260000
0,-5,-2,37,0,-2,-2,-5,-5,-2,-5,0,-5,0,-2,0,-2,0,-5,360000
2200,15220,-1,30,8404,-1,0,16835,8404,-1,7510,8100,2200,16835,0,5510,0,5000,12510,170000
1200,10765,0,33,1300,0,0,11748,11107,0,12102,500,12269,1300,0,500,0,500,12414,230000
3003,68488,0,35,3603,0,0,48705,47603,0,60607,5412,50140,5705,0,10607,0,7976,67976,180000
0,5239,2,45,0,2,2,4845,3434,2,8314,4132,3048,3048,-1,8314,-1,0,5080,30000
7306,11070,-1,42,6151,-1,0,6152,5947,-1,18726,7154,7306,6427,-1,18738,-1,0,13839,150000
6000,159715,0,33,6000,0,2,168218,163060,2,173687,20000,169726,8000,2,7000,0,6000,176510,210000
16037,4404,-1,38,5096,-1,-1,11473,5096,0,2034,6000,21086,11476,0,0,-1,17678,17678,80000
0,2500,2,35,0,2,-2,0,2500,-2,0,0,0,0,-2,0,-1,0,0,360000
6500,215090,0,35,7700,0,0,214321,208556,0,54711,1152,134517,9300,0,3000,0,856,23611,200000
0,75918,0,32,3525,0,-2,0,77025,-2,0,0,0,0,-2,0,0,0,0,150000
1000,19068,2,37,1500,2,3,21124,19947,2,22822,1000,21480,1800,2,2000,2,0,22171,50000
10005,66193,0,34,3413,0,2,50385,63155,0,54713,20000,31371,5010,0,30326,0,0,28347,100000
18853,52806,-2,30,13497,-2,-1,4876,12871,-2,10460,15182,9128,4372,-1,10975,-2,5157,5157,150000
47186,37701,-1,35,32005,-1,0,32254,32003,-1,54286,148225,47186,32270,0,44286,-1,86000,112040,180000
5000,111098,0,38,5600,0,0,118038,114863,0,59210,3000,118805,6500,0,3000,0,3000,61267,120000
3456,1750,-1,33,397,-1,0,13126,397,-1,1747,2813,3454,13126,0,89,-1,156,1240,140000
8000,28210,0,34,1130,0,-1,10000,19130,-1,0,0,8000,1000,-1,2000,0,10000,10000,150000
3390,2615,-1,44,0,-1,0,679,0,-1,5784,150,3390,679,-1,5784,-1,0,5784,290000
2000,36159,0,49,3000,0,0,39121,38241,0,40000,0,40400,1800,0,0,0,0,40000,40000
0,0,-2,39,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,180000
7000,153412,0,47,7000,0,0,150540,153720,0,152060,6300,153103,7000,0,5200,0,5500,151470,150000
1500,996,-1,33,1500,-1,0,1496,1496,-1,2490,1498,1496,1500,-1,2494,-1,1006,1996,300000
19465,1520,-1,43,23190,-1,0,0,23190,-1,19454,0,19465,0,0,389,-1,397,19851,80000
390,390,-1,40,390,-1,-1,390,390,-1,390,390,390,390,-1,390,-1,540,540,80000
5117,160596,2,44,6,3,0,149627,155508,0,140171,6026,150733,8,0,5008,3,5021,134203,340000
3000,44397,0,28,3000,0,0,46189,44923,0,38618,1800,39327,3000,0,2000,0,2000,38404,70000
2254,10184,0,31,2204,0,0,13239,12204,0,16394,1019,15254,1239,0,1394,0,2000,18124,50000
7108,192743,0,30,9003,0,0,196143,196031,0,167163,5000,189524,7300,0,7680,0,6200,146975,200000
43593,85268,0,29,5000,0,0,33077,65279,-1,40782,1500,43593,5024,0,1700,0,1500,37949,100000
1500,50202,0,35,1200,0,0,14565,39765,0,16061,2000,15421,5000,0,1000,-1,500,4344,50000
0,0,-2,31,0,-2,-1,0,0,-2,0,0,0,0,-2,0,1,6179,6179,100000
50006,49447,0,37,30000,0,0,86070,59781,0,133307,12000,100620,50000,0,38000,0,10000,117194,400000
0,802,-1,36,2240,-1,-1,0,2240,-2,0,2208,0,0,-2,0,-1,7322,7322,180000
10103,238847,0,36,10000,0,0,248425,242326,0,226764,5000,242854,10146,0,7108,0,7396,210947,500000
2000,8328,0,27,25450,-1,0,26085,24491,0,28884,5000,27644,2000,0,2000,0,5000,32930,500000
390,389,-1,30,5890,-1,-2,389,5889,-2,389,1168,389,390,-2,390,-2,390,389,200000
5377,5027,2,47,1622,2,-1,1622,4151,-1,1749,4213,5032,16,0,829,-1,3645,3645,130000
5829,8308,-2,48,440,-2,-2,21645,437,-2,24283,5819,5800,21849,-2,24404,-2,11602,11545,180000
96501,0,-1,37,17250,-1,0,2287,17250,-1,12143,0,96501,3037,-1,12500,1,38000,50143,500000
0,0,-2,33,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,120000
0,5345,-2,35,0,-1,-1,0,0,-2,0,348,0,0,-2,0,-1,477,477,300000
546,326,-1,29,326,-1,-1,546,326,-1,546,2225,546,546,-1,546,-1,1225,1225,180000
3771,132823,0,43,71998,0,0,182868,132700,0,111450,40000,166755,116000,0,2229,0,37609,53049,200000
6367,192860,0,31,7332,0,0,137255,189272,0,135783,4696,137180,5008,0,4800,0,4941,135201,340000
3000,3817,0,33,5000,0,-2,8961,8545,0,1189,8832,11676,1285,0,1189,0,0,0,90000
2100,48114,0,44,0,2,0,47887,47044,0,49834,2000,49158,1900,0,1707,1,2000,46034,360000
629,94125,-1,43,1326,-1,-1,806,1321,-1,686,5112,629,920,-1,686,-1,834,834,270000
1000,7157,0,33,2000,0,0,9034,8446,0,3144,0,8340,1501,0,900,0,0,0,360000
1400,20068,0,28,1800,0,0,22573,21226,0,24068,2000,23596,2000,0,863,0,1000,24679,100000
2000,45739,0,35,2000,0,0,48211,46975,0,48657,2000,47418,2000,0,2000,0,2000,48129,220000
1000,132669,0,29,6000,0,-2,136202,134605,0,0,0,9207,6000,0,0,0,0,0,190000
0,2500,2,31,0,2,-2,0,2500,-2,0,0,0,0,-2,0,-1,0,0,200000
11000,234774,0,32,10000,0,0,236914,231155,0,244202,5000,241351,11000,0,10000,0,5000,115036,240000
4547,134700,0,46,6149,0,0,111335,132799,0,67224,2500,114037,4100,0,2500,0,3000,69177,210000
6106,372926,0,33,13248,0,0,327342,354068,0,128386,6067,247528,9543,0,3013,0,3398,128820,380000
2000,25084,0,23,1500,0,0,30688,20685,0,23636,1100,23674,12000,0,1000,0,1000,22426,80000
8006,272507,0,27,8533,0,0,217637,219510,0,178337,7006,177535,8888,0,6406,0,6606,180885,280000
2200,23368,2,36,4400,0,0,27086,27050,0,30895,2200,28525,761,0,2862,0,2770,33003,50000
5000,197810,0,36,9051,0,0,164183,201362,0,139209,5000,136199,7000,0,5000,2,5000,135742,200000
0,355,-2,32,979,-2,-2,410,975,-2,0,0,0,412,-2,0,-2,0,0,210000
5744,2798,-2,43,3228,-2,-2,8072,2732,-2,6232,3982,5723,8141,-2,6232,-2,8873,8873,130000
14153,270,-2,43,9483,-2,-2,0,9390,-2,5254,2276,14153,0,-2,5274,-2,11676,11676,500000
1823,2431,-2,38,31386,-2,-2,5288,29426,-2,19879,9686,1823,5296,-2,19884,-2,1974,1974,80000
6458,76279,0,41,4179,0,0,82293,79179,0,91512,5442,86458,5000,0,6512,0,10433,100433,330000
632,782,-1,46,316,-1,-1,0,316,-1,316,1783,632,0,-1,316,-1,2398,2398,230000
3697,10372,-1,46,110,-2,0,1684,-110,-1,1397,0,3697,1794,0,1392,1,0,0,50000
0,728,-2,40,22,-1,-2,0,0,-2,0,0,0,10785,-2,0,-1,0,0,60000
2476,36062,0,43,1897,0,2,38354,37055,0,21597,1248,39634,2196,0,3439,0,0,481,300000
0,33794,0,43,6725,0,-2,-28,10570,-2,-28,0,-28,0,-2,0,0,0,-28,110000
20000,242864,0,38,11000,0,0,223180,237821,0,201226,15000,237301,11000,0,10000,0,10000,207802,280000
13137,1129,-1,40,227,-1,0,0,227,-1,13637,0,13137,0,0,1500,-1,214,9744,220000
15200,352986,0,36,13016,0,0,350017,352870,0,337015,13000,347410,13172,0,12000,0,13617,332360,500000
0,105610,2,33,4500,2,2,108706,106885,2,111687,4700,105470,5000,2,8000,2,4000,113747,150000
0,0,-2,33,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,160000
2000,14967,0,34,3000,0,0,19394,17705,0,20684,1000,18956,2000,0,2000,0,2000,22237,150000
0,246915,6,41,0,7,3,238172,243234,5,227800,0,232446,0,4,0,8,0,225044,220000
1055,24435,-2,41,2142,-2,-2,36010,2131,-2,9522,492,1050,36204,-2,9569,-2,6995,2340,220000
2847,69314,0,29,2330,0,0,67062,65083,0,56454,2045,68188,3028,0,2600,0,3400,58453,170000
6069,0,-1,29,1216,-1,-1,2677,1216,-1,3739,3061,2985,2698,-1,3889,1,1242,1242,140000
0,13302,-1,36,1051,-1,-2,3662,1040,-1,1770,206,0,3722,-2,1770,0,3384,3384,500000
50012,62636,0,31,5000,0,0,22227,61808,-1,45618,7177,48215,4000,0,10000,0,10000,37799,80000
1300,23364,0,32,1450,0,0,25779,22846,0,16981,1000,22303,5779,0,700,0,1000,16837,150000
4000,11900,-2,47,4256,-1,-2,4000,4256,-2,4000,4000,4000,4000,-2,4000,-1,4000,4000,180000
7000,13122,-1,32,1500,0,-1,7788,6796,-1,8354,15000,6751,8000,-1,8500,-1,13000,12271,320000
0,6012,-1,35,78,0,-1,1897,0,-1,89,671,0,1897,-1,89,0,2398,2398,230000
11500,317024,0,32,11200,0,0,299059,313710,0,274358,9651,281436,12112,0,9600,0,10005,270877,360000
109470,37095,0,37,0,2,0,33627,32881,0,106834,7028,128051,3042,0,4000,1,4000,105551,180000
