V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,CLASS
1000,9422,2,22,1000,2,0,14127,10106,2,14069,1000,14598,4211,2,0,1,1000,14690,20000,1
1595,11026,-2,41,9640,-2,-2,9929,9459,-2,3630,11071,1595,9976,-2,3647,-2,3516,3516,150000,0
2000,28206,0,27,0,2,0,28514,27459,0,30138,0,29733,1800,0,1200,2,3600,33248,90000,1
600,19433,0,24,1700,0,0,19662,20508,0,16448,622,20001,1300,0,600,0,600,16774,20000,0
3000,58075,0,37,3000,0,0,61544,59504,0,64280,4000,62925,3000,0,3000,0,4000,67079,140000,0
77000,2849,-1,37,45205,-1,0,53425,30999,-1,106032,15056,76538,55328,0,30048,-1,30015,66535,480000,0
2012,21930,0,32,5028,0,2,20734,20489,0,17857,2013,16476,5030,0,4014,0,37,14656,400000,0
157,157,-1,27,157,-1,-1,157,157,-1,157,507,157,157,-1,157,-1,307,307,70000,0
2137,68144,0,37,2538,0,0,70985,69548,0,48542,2153,64905,2607,0,1714,0,1751,48525,70000,0
3000,71559,0,25,2500,0,0,68627,66658,0,59274,3000,61578,3000,0,3000,0,3000,61314,290000,0
291,291,-1,45,291,-1,-1,291,291,-1,291,291,291,291,-1,291,-1,291,291,300000,0
1522,39115,0,46,2000,0,0,39681,40176,0,25356,988,29213,2490,0,1100,0,960,22723,80000,0
2059,110006,0,33,5000,0,0,63834,76950,0,58826,3000,56768,2183,0,3000,0,9751,67577,200000,0
2000,46288,0,30,3000,0,0,49352,48205,0,50588,1189,49682,2300,0,2000,0,1500,42629,200000,0
1433,49782,0,41,1816,0,0,48468,50741,0,28913,1071,39203,1753,0,990,0,967,26636,50000,0
330,49466,0,53,2442,0,0,25381,50544,0,9464,430,9652,1669,0,1342,0,330,9248,50000,0
11230,298753,0,39,13000,0,0,312224,304964,0,275393,6965,315822,14000,0,10000,0,8091,278745,420000,1
1500,46403,0,22,1544,0,0,30920,34438,0,26281,976,27817,1759,0,940,2,972,26830,60000,1
1723,79194,0,30,3077,0,0,76782,80575,0,49263,1763,48643,2291,0,1775,0,1802,49869,80000,0
0,75289,0,26,20000,0,2,54597,90613,2,27211,5000,31734,3011,2,3000,0,0,23784,140000,0
6259,66517,0,25,3000,0,0,60713,63828,0,61908,5000,61949,2500,0,5000,0,3000,59914,210000,0
1425,40856,0,27,2023,0,0,39825,39045,0,31535,1339,38847,1803,0,1293,0,1300,32159,40000,0
20019,171565,0,41,20241,0,0,152365,184782,0,153348,21,139757,20154,0,20151,0,20037,127391,500000,0
0,54809,-1,24,0,0,-1,1188,-827,0,0,1000,792,2188,0,0,0,27248,27248,60000,0
6000,36106,0,29,3000,0,0,29518,33494,0,28587,10000,29569,3000,0,5000,0,1136,21201,220000,1
0,-10,2,33,2645,-1,-2,590,2635,2,-9,0,-9,2,-2,0,1,0,-9,360000,0
7500,186163,2,34,9000,2,2,195724,190784,2,201634,7500,198707,9300,2,7500,2,7500,205949,230000,1
5000,228610,0,39,0,2,0,150022,182982,0,154922,6000,151787,7000,0,5000,1,6000,159113,240000,0
517,12426,0,42,1225,0,0,14152,13143,0,14802,710,14435,1234,0,600,2,700,15256,20000,1
3000,41897,0,29,4000,0,0,16544,17304,0,15975,3000,14787,2000,0,3000,0,3000,17098,50000,0
1000,10950,0,44,1097,0,0,6797,5662,0,9565,4000,7565,1232,0,2000,0,2000,11357,50000,1
0,2500,2,30,0,2,2,2500,2500,2,2500,0,2500,0,2,0,3,0,2500,200000,1
0,0,-2,25,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,10000,0
1944,3581,-2,32,0,-2,-1,-9,-9,-2,999,0,1935,0,-1,999,1,0,0,260000,0
600,140876,0,25,3600,0,0,13650,48005,0,12511,119,12371,4015,0,500,0,800,10697,140000,0
1000,70243,0,28,7042,0,0,28052,47779,0,99669,10000,7222,2000,-1,99669,0,12600,84426,160000,0
5800,161081,0,24,7100,0,0,161256,158578,0,159971,0,157028,7200,0,5900,2,12000,168805,220000,1
1406,27873,0,35,1441,0,0,27648,27326,0,27084,0,27859,1479,0,1097,0,2031,27133,30000,0
2000,56099,0,32,3000,0,0,35673,41085,0,27678,3018,28880,3030,0,5000,0,4000,25518,160000,0
37432,43488,0,36,2000,0,0,47195,44785,-1,13226,1000,12432,3200,0,1000,0,1258,14258,120000,0
0,161771,3,33,15000,2,0,168541,172632,2,162681,6100,164310,0,0,6100,2,12300,163005,160000,0
1200,45743,0,23,1619,0,0,38988,38365,0,28775,177,38192,4000,0,592,0,330,16497,70000,0
0,0,-2,23,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,50000,0
3400,39606,2,41,2000,2,2,39730,40679,2,44509,2000,42148,0,2,3200,1,2000,45643,120000,0
1806,3257,-1,27,1816,-1,-1,1816,1816,-1,764,1027,1806,1816,-1,774,-1,3368,3368,230000,0
4272,0,-1,40,0,-2,-1,3504,0,-1,2977,0,4272,3504,-1,2977,1,1900,1900,230000,0
0,0,-2,33,0,-2,-1,0,0,-2,779,0,0,0,-1,779,-2,0,0,470000,1
500,3375,-2,52,3283,-2,-2,-2,3267,-2,11466,15055,498,0,-2,11523,-2,414,412,340000,0
7265,200750,0,27,9500,0,0,197854,204418,0,149095,5100,173743,8929,0,5400,0,5300,145068,270000,0
2300,46554,2,60,5000,2,0,49551,50774,0,17147,580,22673,0,0,1000,2,635,17505,50000,1
3000,103705,0,26,3500,0,0,94708,94786,0,73122,100,83765,3500,0,3700,0,12488,74366,110000,0
30000,15065,0,38,41951,-1,-1,86114,41951,0,57667,10000,82049,50000,0,5000,-1,80767,80767,340000,0
4000,100778,0,25,4000,0,0,101368,98987,0,97117,4000,100466,4000,0,3500,0,3700,99252,100000,0
811,31281,0,51,2556,0,0,20497,30832,0,18474,1101,19465,1582,0,700,0,2318,20096,50000,0
800,15070,2,29,3000,2,0,17923,17509,2,17704,700,18134,1000,2,0,2,1000,18256,30000,1
1871,65087,0,40,0,2,0,39814,62216,0,34768,3214,34374,2000,0,1265,1,4643,38830,250000,1
2326,461,0,25,13966,-1,0,83589,6472,0,64854,0,73689,80000,0,2272,-1,3661,66124,210000,0
200,8624,0,29,1500,0,-2,9799,9972,0,0,0,9999,1000,0,0,0,0,0,20000,0
2000,56765,0,53,3000,0,0,57432,57849,0,27579,2000,27126,4000,0,2000,0,2000,29085,60000,0
21003,562326,0,44,20010,0,0,537543,532374,0,468571,20004,541019,25022,0,18003,0,20000,478034,530000,1
2142,1375,-1,32,3645,-1,-1,2688,3503,-1,7139,10573,2142,2688,-1,7139,-1,1872,1872,160000,1
3000,-10682,0,50,62000,-1,0,54711,50928,0,18030,2000,55926,5000,0,2000,1,1000,18367,110000,0
1000,13641,0,31,2000,0,0,16052,15409,0,15780,1000,15993,1223,0,1000,0,1000,15549,50000,0
1500,27904,0,29,1500,0,0,29398,28547,0,30115,1000,29864,1700,0,1010,0,1000,15818,30000,0
4376,3752,-2,34,513,-2,-2,0,513,-2,0,0,4376,0,-2,0,-2,0,0,450000,0
6342,10440,-1,49,0,2,2,16073,9972,-1,8073,5517,6342,16101,-1,1731,1,0,1731,30000,0
6000,146224,0,39,5500,0,0,152886,149289,0,159800,6000,156273,6000,0,6000,0,6000,162570,190000,0
830,0,-2,30,0,-2,-1,0,0,-1,0,13877,830,0,-1,0,1,10533,10533,210000,0
1000,55028,0,51,3000,0,0,50391,50184,0,20154,1000,19867,1600,0,1000,2,1000,18732,50000,1
0,5931,2,29,0,2,2,8023,5690,2,8269,800,7748,2600,2,800,1,0,7992,50000,0
2806,242837,2,28,10000,2,0,204769,246989,0,10408,303,62670,0,0,500,2,562,10848,240000,1
0,28339,0,50,1681,0,-1,15626,24232,0,4372,12000,9330,2000,0,0,0,1419,1419,30000,1
706,8669,0,53,1303,0,0,8988,8254,0,5604,2000,6868,1513,0,700,0,600,6158,360000,0
26665,9663,-2,40,69616,-2,-1,59483,69279,-2,854,10825,3065,59483,-2,854,-2,2334,2328,90000,0
6000,133401,2,32,6000,2,2,142275,135703,2,146702,0,144427,10275,2,6000,1,6100,150647,150000,0
8200,114430,0,32,0,2,2,108657,108202,0,103867,4000,108668,6000,2,0,2,9956,111842,110000,1
2050,73508,0,26,3100,0,0,71674,73303,0,8855,137,12701,2548,0,3006,-1,2000,9133,200000,0
1000,8618,0,28,1700,0,-1,4885,9975,0,-264,0,1065,1020,0,0,0,1206,942,30000,0
1500,28775,0,45,1442,0,0,26813,28951,0,27475,1100,27383,1459,0,1000,0,1003,27823,80000,0
1000,12001,0,41,1485,0,0,12040,12450,0,7610,780,12739,1301,0,152,0,140,7000,30000,0
7000,369398,0,41,10250,0,0,298536,342174,0,151755,188000,168389,9278,0,7000,0,5000,73083,310000,0
1420,30391,0,23,0,2,0,30419,29144,0,25887,0,30097,2033,0,0,1,92,25707,30000,0
3500,66979,2,31,5700,0,0,69790,70289,0,74078,3400,71506,2500,0,5000,0,5000,77088,380000,0
35955,118728,0,40,4895,0,-1,61827,110699,-1,326,4706,35902,3927,0,0,0,5826,1446,200000,1
2250,2548,-2,29,12082,-2,-2,2539,12020,-2,0,171,2250,2539,-2,0,-2,2580,2580,430000,0
12873,8030,-1,51,13156,-1,0,12724,13156,-1,24010,20000,12873,12724,-1,24010,-1,15000,27089,500000,0
0,200822,0,48,11477,0,-1,94347,206893,0,658,14015,-342,3658,-1,1000,0,1800,1758,210000,0
4000,103138,0,46,3929,0,0,88227,94638,0,75285,13000,82087,4000,0,3000,0,13000,78872,200000,0
843,2433,-2,34,1230,-2,-2,505,1218,-2,-4,56,843,505,-2,4,-2,2241,2237,360000,0
1000,7936,2,54,0,3,2,8386,7662,2,9966,2000,9069,1000,2,1000,4,0,8410,10000,1
0,14218,0,22,1700,0,0,14137,13573,0,12680,392,13737,1500,0,0,0,1067,12067,20000,0
1003,25039,0,44,1700,0,2,23078,25989,0,25257,0,23697,1384,0,2100,2,900,25595,30000,1
1050,8587,0,24,1500,0,0,10950,9941,0,11191,333,11519,1481,2,0,0,903,11903,50000,0
8000,56197,0,38,5000,0,0,62402,55246,0,43652,8000,42594,10004,0,3000,0,5000,38254,500000,0
0,33382,2,44,2000,2,0,35100,34547,2,32041,2200,32859,1500,0,1112,2,1175,31262,30000,1
3114,9787,-1,24,5,1,0,65064,-1256,0,54275,2000,66102,68500,0,4016,1,2000,51791,110000,0
4129,241584,0,27,124900,0,0,250227,249687,0,101486,2000,123146,6850,0,5000,0,2790,93700,360000,0
2950,20866,0,57,2000,0,0,22685,22131,0,25085,0,24938,2000,0,926,0,4600,28862,60000,0
0,98990,2,33,0,2,0,103019,96566,2,102844,4000,100464,9000,0,4000,1,4500,105505,200000,0
1476,1476,-2,29,1476,-2,-1,1476,1476,-2,20976,1476,1476,1476,-1,20976,-2,1476,1476,260000,0
0,10400,-2,41,5275,0,-1,0,0,-2,400,2400,0,0,-1,400,0,0,0,10000,0
416,0,2,29,1244,-1,-1,414,828,-1,414,600,414,2,-1,416,1,416,414,360000,0
0,780,-1,23,0,-1,-1,780,0,0,390,18300,390,780,-1,390,-1,500,500,50000,1
0,64425,0,41,1745,0,0,32516,57073,0,21320,5000,21018,1269,0,1545,0,135000,143489,150000,0
3751,16003,-1,33,1939,-1,-1,8835,1933,-1,764,749,3728,8835,-1,764,-1,5468,5468,320000,0
1200,48517,0,29,3000,0,0,27780,49391,0,28130,1000,28585,2000,0,1000,0,1300,29005,50000,0
6000,38050,2,25,2000,2,3,38223,39147,2,42009,1400,43261,0,4,0,2,0,41036,60000,1
3458,74286,0,30,2700,0,2,77346,75151,0,83303,3200,78921,3400,0,6300,2,0,81852,160000,1
2669,57041,0,30,2148,0,0,59568,58268,0,29587,1300,61298,2303,0,1032,0,1000,27267,60000,0
1000,20224,0,26,0,2,-2,19327,19210,0,0,0,20000,1500,0,0,1,0,0,20000,0
0,780,2,34,0,2,-2,0,780,-2,0,0,0,0,-2,0,-1,0,0,50000,0
18059,17951,-1,36,6094,0,-1,7926,18915,-1,24432,17313,17965,7966,-1,24554,-1,18860,10805,280000,0
4000,101430,0,50,5001,0,0,108011,87429,0,102451,3200,104261,64401,0,4500,0,4200,99947,100000,0
0,1978,-1,42,3,2,-1,1748,1415,0,416,0,832,1749,0,0,-1,1851,1851,40000,0
3000,9728,0,34,5000,0,-1,8761,11099,0,6980,5149,8289,1333,0,3000,0,5571,5571,100000,0
7634,3555,-1,31,7340,-1,-1,0,7340,-1,7350,3993,7634,0,0,0,-1,7938,7938,160000,0
3000,124233,0,38,5000,2,0,126202,125768,0,99764,0,127677,4200,0,5000,1,2000,0,180000,1
764,382,-1,58,0,-1,-2,954,-286,2,-572,0,1154,1908,2,0,-1,0,-962,50000,0
1684,25485,0,35,1447,0,0,27486,26503,0,26979,2000,25663,1430,0,2000,0,892,24306,30000,0
6600,149411,2,40,0,2,2,156765,145613,2,161870,7000,159386,15000,2,6500,2,6500,165725,190000,1
55200,34686,-1,27,8,0,-1,1744,8,-1,49967,0,55164,2178,-1,50148,0,10107,7839,220000,0
6548,9990,-1,32,0,2,0,1399,4647,-1,1399,0,6548,1399,0,0,1,0,0,170000,1
1144,48198,0,28,2195,0,0,43670,45579,0,10021,510,16643,1978,0,341,0,345,9833,50000,0
74864,59223,-2,36,1141,-2,-2,10387,26241,-2,74305,0,74864,10725,-2,1486,-2,0,0,80000,0
1500,3730,2,26,1500,2,0,4782,5006,0,6784,406,6041,0,0,1000,1,300,6826,120000,0
9501,6091,0,42,1000,2,0,7666,6837,-1,7897,1000,9270,1000,0,500,1,1000,8763,10000,0
1282,42163,0,32,1472,0,0,27396,38252,0,17272,644,23584,1500,0,618,0,640,17634,50000,0
0,1731,-1,34,6763,-1,-1,0,6763,-1,10134,6585,5717,5717,-1,10134,-1,1045,1045,240000,0
40,105,-1,35,3308,-1,-1,50064,3298,0,8293,5004,8003,50206,-1,8334,2,23102,23080,350000,0
0,0,-2,34,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,400000,0
5083,204773,0,30,8038,0,0,185257,188704,0,179764,5000,188344,6000,0,5000,0,5036,167051,280000,0
144,35564,0,28,2086,0,0,10633,25173,0,7364,763,7217,3017,0,147,0,0,-7,360000,0
0,8951,2,27,200,2,2,10061,8862,2,11585,1600,9751,1500,2,2000,1,0,11250,50000,1
37970,0,-1,26,0,-2,0,539,0,-1,39354,1481,37970,539,0,2000,1,1500,40048,60000,0
10000,214022,0,30,20000,0,0,235392,393664,0,239004,10500,232640,10000,0,10000,0,9000,236657,530000,0
950,1330,-2,39,950,-2,-2,1330,950,-2,950,1250,950,1330,-2,950,-2,11786,11786,90000,1
0,46383,0,39,68800,0,-1,0,111937,-2,589,0,0,0,-1,589,0,0,-4543,320000,0
10000,212968,0,34,237000,0,0,373419,312960,0,228387,7313,232919,150000,0,150000,0,10572,235187,280000,0
0,10674,0,34,1500,0,2,13681,12035,2,14158,327,13269,1800,2,1000,0,0,13891,240000,0
18954,287,-1,45,29794,-1,-2,9251,29646,-1,-40,0,18860,9297,-1,0,-1,0,-40,360000,0
1000,30559,0,39,129,2,0,27469,26457,0,28614,1505,28013,1456,0,1050,1,1500,29636,30000,0
8796,16808,0,41,1301,0,-1,14450,16741,-1,5419,15742,8796,1000,0,108,0,2377,2377,20000,0
19,41190,0,54,2138,0,-2,17702,40921,0,-6491,1,-2540,5101,-2,6,0,11,-7741,200000,0
2300,60286,3,33,0,4,2,57250,58753,2,58761,2300,58014,0,2,2300,2,2400,60061,100000,0
8758,435924,0,41,0,2,0,330211,366194,0,256512,10500,251920,12620,0,9047,2,9959,262474,520000,1
1631,63455,0,38,2057,0,0,56062,54722,0,42308,1723,82305,2322,0,2942,0,1783,40507,70000,0
3558,75564,0,33,3406,0,0,78888,77708,0,28186,1500,80466,3518,0,1200,0,1100,28445,80000,0
4849,48725,0,35,10000,0,-1,56858,53095,-1,4849,4849,4849,10000,-1,4849,0,4849,4849,80000,0
496,47033,0,23,1707,0,0,32287,43512,0,14618,20027,34156,1318,0,1076,0,708,3648,50000,0
2104,70621,0,38,2506,0,0,68683,69821,0,55168,2102,68771,3500,0,2015,0,2001,49674,70000,0
3000,3385,0,36,28000,0,0,50526,31169,0,34262,3000,51816,20000,0,3000,-1,3000,23366,110000,0
6699,189420,0,35,8900,0,0,185995,192058,0,190700,7400,188649,6700,0,7400,0,6900,185912,190000,0
4125,2780,-2,38,2658,-2,-2,-10,2645,-2,1315,0,4115,0,-2,1315,-2,0,0,200000,0
0,3836,-1,30,1016,0,-1,1169,4380,2,566,1834,779,1169,-1,567,0,1365,1361,30000,0
699,629,-1,24,351,-1,-1,784,351,-1,800,210,696,789,-1,910,-1,341,341,50000,0
1379,1206,-1,28,661,-1,-1,1503,661,-1,1216,316,1379,1512,-1,1216,-1,1440,1440,180000,0
3000,132758,0,41,4002,0,0,84837,83498,0,79852,3003,85663,3900,0,2892,0,3059,81090,140000,0
3000,62122,0,28,2000,0,0,43583,46576,0,46533,3000,45569,2500,0,2000,0,2000,47653,150000,0
800,619,-1,28,0,2,2,8642,619,2,8023,0,9151,8642,3,107,-1,200,5475,10000,1
2000,20057,2,41,1500,2,0,21780,20931,2,22606,1000,23114,1500,2,0,1,822,22903,40000,0
0,197139,0,40,6500,0,0,178594,166221,2,179525,15000,174330,15000,0,8000,0,8000,184562,220000,0
3000,49605,0,23,3000,0,0,53041,51804,0,57098,4700,55150,2700,0,3000,0,3000,59141,70000,0
0,7674,0,30,432,-1,-2,2232,432,0,0,5757,0,2000,-2,0,0,0,0,150000,0
5000,118847,0,41,5000,0,0,114113,113190,0,112533,5000,111593,6000,0,5000,0,5000,111672,120000,0
4000,0,0,45,106257,-1,0,108360,106257,0,109061,8892,109121,5400,0,3944,1,4817,112079,120000,1
0,18734,0,25,1340,0,-2,10000,19340,0,0,0,0,1000,-2,0,0,0,0,50000,0
0,0,-2,37,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,330000,0
2474,79277,0,35,3580,0,0,81284,80928,0,67577,2523,71748,3439,0,2400,0,2500,68217,100000,0
27114,10608,-2,48,34470,-2,-2,11888,34470,-2,3501,5797,27114,11890,-2,3501,-2,12511,12511,290000,0
2000,14237,0,32,5016,0,0,14127,17907,0,19747,0,15988,1139,0,3938,0,1000,13986,450000,0
5000,19152,0,33,5000,0,-1,21693,19934,0,29876,566,25492,5000,0,5000,0,416,416,260000,0
1265,6585,-1,27,4308,-1,-1,0,4308,-1,1627,3908,1265,0,-1,1638,-1,204,204,280000,0
0,0,-2,34,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,1280,1280,300000,0
0,993,-1,46,1317,-1,0,0,1317,-2,4415,0,0,0,-1,4415,-1,0,1978,480000,0
10014,227675,0,30,10003,0,0,186160,181461,0,192406,8000,191355,10009,0,8500,0,10000,190086,240000,0
1419,14447,0,25,1552,0,0,17562,15455,0,17119,1000,17322,2659,0,606,0,500,17350,20000,0
5801,133149,2,27,11936,0,2,145050,138769,2,149603,1000,146641,13314,2,5800,0,11000,157601,170000,0
5016,46777,0,55,5024,0,0,43943,44628,0,43217,5014,42913,5014,0,5017,0,5011,41662,80000,0
3315,99184,0,42,3000,2,0,64054,99340,0,55249,3000,59014,3039,0,3000,2,3000,47645,100000,1
6559,46916,-1,37,5545,-1,-1,17152,5545,-1,6834,5593,6540,17248,-1,10000,-1,6890,6890,310000,0
0,13243,0,45,1500,0,-2,12372,11699,0,-800,0,0,5017,-2,0,0,800,0,20000,0
3150,2503,-1,41,1043,-1,2,2339,613,-1,1285,498,4333,4401,2,0,-1,1000,1969,500000,0
316,625,-1,24,709,-1,-1,316,702,-1,316,316,316,316,-1,316,-1,316,316,20000,1
0,898,-1,33,11573,-1,-2,0,11573,-2,0,5140,0,0,-2,0,-1,0,0,360000,0
26400,1933,-1,60,63201,-1,0,5322,63201,0,27243,1274,27878,5322,0,545,-1,556,27799,90000,0
1222,49528,0,29,1730,0,0,39720,44639,0,29488,1200,34465,1644,0,1400,0,10000,32912,80000,0
1300,47381,0,39,2116,0,0,48322,48697,0,19426,600,45353,2320,0,1000,0,700,19857,50000,0
11726,7331,-1,48,4780,-1,0,3529,4760,-1,38079,0,11711,3529,0,35000,-1,0,0,200000,0
4000,108817,2,29,7500,0,0,79713,83654,0,66488,3500,64468,0,0,4000,0,4000,58131,150000,1
19000,519901,0,37,0,2,0,494290,499024,0,398523,13600,470617,20600,0,14000,2,13600,389927,470000,1
2500,0,-1,24,0,-2,-1,2455,0,-1,1307,896,2500,2455,-1,1307,1,1550,1550,80000,0
2721,18741,0,32,1724,0,0,13804,12724,0,15159,733,15331,1804,0,1159,0,1188,10188,50000,0
1000,34240,0,38,2000,0,0,26583,34913,0,15114,2000,23593,2000,0,500,0,500,11222,70000,0
2280,157303,0,31,8055,0,0,153226,161498,0,9808,2000,78511,5045,0,305,0,2000,8358,160000,1
6000,157249,0,35,6000,0,0,142852,148123,0,129049,5000,133583,6048,0,5000,0,5000,128325,320000,1
0,57771,0,24,2336,0,0,0,53334,0,41833,3200,41645,1414,0,2000,0,1503,41481,60000,0
2000,0,2,49,10152,-1,0,9840,10152,0,11914,244,11671,0,0,431,1,438,12155,130000,0
10000,129684,0,59,6193,0,0,131910,130838,0,133090,5000,136810,6200,2,0,0,5000,134415,140000,0
1000,18653,0,33,1500,0,0,20908,19844,0,22214,2000,21560,1400,0,1000,2,1000,22845,120000,1
0,1400,-2,32,2800,-2,0,1400,2800,-2,27100,75000,1400,1400,-1,27100,-2,1543,25644,210000,0
5500,124418,0,36,6300,0,0,106534,126695,0,106114,5000,109884,4000,0,3775,0,4100,108202,220000,0
1350,1000,-1,52,1098,-1,0,28229,1098,0,24446,780,28046,30005,0,800,-1,750,22151,70000,0
1000,177961,0,37,3082,0,0,15697,108173,0,9306,300,11353,2022,0,1000,0,500,9693,100000,1
0,-212,-2,43,0,-2,-2,-212,-212,-2,-212,154,-212,0,-2,0,1,0,-212,340000,0
0,32590,-2,27,0,0,-1,0,-100,-2,70,100,0,100,-1,70,0,200,120,50000,0
2059,78327,0,25,3000,0,0,76290,79322,0,57947,1956,58987,2454,0,2100,0,2149,58077,80000,0
3000,77871,0,43,1261,2,0,72926,71898,0,75675,3000,73745,3214,0,3500,1,2266,75999,80000,0
4214,124007,0,52,6000,0,0,119553,124919,0,113962,4200,116530,5000,0,4500,0,5000,113972,130000,0
1000,26891,0,53,2000,0,0,28827,28151,0,26199,1000,29412,1500,0,1000,0,1351,27116,30000,0
3500,38635,0,31,3031,0,0,45929,41031,0,49723,11028,48661,5929,0,2000,0,2000,50896,200000,0
2000,50901,0,29,4000,0,0,54555,54050,0,16610,3525,15177,2500,0,2000,0,628,16821,60000,0
5000,160537,0,29,30000,0,0,189792,186227,0,69845,3000,109806,9000,0,2815,0,2111,48101,390000,0
644,47649,0,49,2220,0,0,50380,49100,0,17625,1500,19144,2500,0,628,0,642,17246,50000,0
4140,16426,-1,34,6277,-1,-1,4663,6088,-1,4414,7725,3885,4663,-1,4414,-1,2646,2514,260000,0
2655,102735,0,55,3000,0,0,77846,80762,0,75056,3000,77404,3000,0,2664,0,3000,75951,120000,0
2785,1986,-1,46,1050,-1,-1,170,1050,-1,3128,190,2785,170,-1,3128,-1,505,505,170000,0
0,0,-2,33,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,130000,0
1000,23892,2,22,5300,0,0,25499,28459,0,28708,0,25778,0,0,3352,0,2300,30520,30000,0
0,-236,-1,49,0,-2,0,11764,-236,2,6863,0,11186,12000,0,0,-2,0,6179,290000,0
3000,95390,0,34,2988,0,0,97702,95654,0,101154,2827,98972,3780,0,3004,0,2988,102371,400000,0
846,0,-2,30,0,-2,-2,846,0,-2,0,500,846,846,-2,0,-2,846,846,230000,0
20394,19363,0,49,1200,0,-1,-391,19609,-1,12223,12996,19413,160,0,347,0,2110,2110,20000,0
6000,210380,0,48,10000,0,0,201852,213522,0,172169,5500,169115,9020,0,5500,2,6000,162402,220000,1
1300,10682,0,55,1200,0,0,12421,11399,0,13782,2900,13507,1214,0,500,0,600,14159,30000,1
2000,72450,0,35,5556,0,0,41861,52795,0,1794,0,34531,1000,0,1000,0,0,-345,200000,0
3500,139445,0,43,5500,0,0,133250,137950,0,98924,3500,98147,5000,0,3510,-1,3500,95100,140000,1
8581,364367,0,33,14050,0,0,346416,365353,0,230654,8000,261694,11992,0,7991,0,9083,201528,360000,0
776,3810,-1,38,3063,-1,2,8519,3056,-1,5335,664,776,8568,-1,5335,-1,0,4536,200000,0
7000,92033,0,49,3078,0,0,80149,79841,0,48737,7600,47735,13489,0,1771,2,2300,50225,70000,1
51400,594,-2,24,0,-1,0,0,0,-1,11330,1000,51400,0,-1,11330,-1,1000,12144,50000,0
1500,4491,0,26,1500,0,0,7298,5906,0,9869,1500,8515,1500,0,1500,0,1500,11196,20000,0
390,4138,-1,31,790,-1,-1,1230,790,-1,390,390,390,1230,-1,390,-1,390,390,200000,1
5170,18612,0,26,90523,-1,-1,86813,90523,0,5555,8981,35695,10000,0,5000,-1,15165,15165,230000,0
0,750,-2,24,165,-1,-2,0,0,-2,0,0,0,0,-2,528,-1,0,0,20000,0
1363,18896,0,37,1500,0,0,20803,19777,0,22250,829,21816,1350,0,797,0,825,22716,210000,0
1000,47578,0,24,2000,0,0,16177,33666,0,17186,1000,16607,2000,0,1000,0,1000,17749,50000,0
10770,2566,-1,27,4725,-1,0,197,4658,-1,26117,424,10767,197,0,15350,-1,5000,15800,300000,0
17562,9161,-2,29,28524,-2,-2,13185,26156,-2,66408,52677,17439,13270,-2,66751,-2,14405,14333,320000,0
1000,1015,2,24,19214,-1,0,15703,19214,0,8200,5400,9914,0,0,0,2,5000,11876,20000,1
0,626,-2,42,0,-2,-1,1290,0,-2,0,0,0,1290,-2,0,-2,1200,1200,180000,0
2000,26504,0,42,2000,0,-2,27987,28056,-1,0,0,1812,2000,-1,0,0,0,0,30000,0
7421,5255,-2,40,721,-2,-2,17252,721,-2,6069,0,7388,17252,-2,6069,-2,0,0,500000,1
0,1250,5,42,0,2,3,1250,1250,5,650,0,1250,0,4,0,2,0,350,270000,0
0,0,-2,48,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,110000,0
2780,10294,2,22,4000,-1,-2,199,3203,-1,0,0,2780,0,-1,0,0,0,0,20000,1
1400,15148,0,47,0,2,2,15322,14620,0,16063,0,16469,1253,2,0,1,1500,17295,30000,0
2015,43719,0,46,1700,0,0,41245,44290,0,20328,10000,42081,1924,0,1000,0,663,20391,50000,0
2000,23258,0,29,0,2,0,23920,22591,0,25600,3000,25217,2000,0,1100,1,1000,26036,110000,0
0,114074,2,25,5600,2,2,118700,116313,2,121084,0,115328,5700,2,9200,2,4500,123473,150000,1
2000,49072,2,43,4000,2,0,49060,50559,0,29969,1100,44908,0,0,1039,2,1100,30230,50000,0
1000,39604,0,24,1378,0,0,21323,24023,0,12763,0,18933,1533,0,255,0,0,0,160000,0
1026,1026,-1,27,1026,-1,-1,1026,1026,-1,1026,1026,1026,1026,-1,1026,-1,1026,1026,120000,0
2381,82164,0,35,2926,0,0,76589,77060,0,58326,1976,62892,3571,0,2083,0,2100,59491,90000,0
1000,47224,2,33,4900,0,0,51531,51442,0,29069,1200,51375,1500,0,1200,0,1200,29895,310000,0
2427,4221,-1,44,2188,-1,-1,2701,2188,-1,1104,519,2427,2701,-1,1104,-1,2362,2362,240000,0
6030,273927,0,28,21700,0,0,132145,211551,0,66701,48930,88487,11710,0,9150,0,11600,52054,250000,0
0,10474,2,52,0,2,-2,0,10000,-2,0,0,0,0,-2,0,1,0,0,20000,1
2000,50200,2,26,0,2,2,53295,49092,2,54548,2500,53826,5000,2,2200,1,2000,55525,90000,0
